0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,H21,H20,H20,H20,H20,H21,H20,H20,H20,H20,H21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,N50,N51,N52,0,0,N22,0,0,0,0,N22,0,0,0,0,N22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B33,B18,B35,0,0,0,E3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,H60,H61,H62,0,0,N22,0,0,0,0,N22,0,0,0,0,N22,0,0,0,0,E1,0,E1,0,0,E1,0,0,0,0,0,0,0,0,E3,0,E3,0,0,0,0,0,0,0,0,0,B28,B29,0,0,0,0,0,B43,B16,B45,0,0,0,0,E1,0,0,0,0,0,0,0,0,E1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,p,0,0,0,0,N36,0,0,0,N22,0,0,0,0,N22,0,0,0,0,N22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B53,B54,0,0,0,0,0,B38,B39,0,0,0,0,B34,B16,B16,B17,B32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G55,0
N03,N02,N00,N01,N02,N03,N04,N00,N01,N00,N03,N03,N46,N01,N02,N03,N24,N00,N30,N05,N06,N26,N07,N08,N09,N05,N26,N07,N08,N09,N05,N07,N08,N09,N05,N07,N08,N07,N08,N09,N05,N07,B27,N09,N07,N08,N07,B27,N09,N05,B63,B64,N09,N05,N08,N07,N08,B48,B49,N08,N08,N09,N05,B44,B18,B16,B16,B42,N07,N08,N09,N05,N07,N08,N09,N05,N07,N08,N09,N05,N08,N09,N05,N09,N05,N07,N08,N09,N05,N09,N05,N08,N09,N05
B10,B14,B14,B10,B14,B10,B10,B13,B14,B10,B14,B10,B10,B11,B12,B13,B14,B10,B40,B15,B17,B17,B19,B18,B18,B17,B19,B18,B17,B19,B18,B16,B17,B17,B16,B17,B16,B17,B17,B19,B18,B16,B16,B16,B16,B19,B18,B17,B17,B19,B18,B16,B16,B16,B16,B19,B16,B16,B16,B16,B16,B16,B17,B19,B18,B16,B16,B16,B16,B16,B16,B16,B17,B19,B18,B16,B16,B16,B17,B19,B18,B16,B16,B16,B16,B17,B19,B18,B16,B16,B16,B16,B16,B16
B10,B14,B13,B14,B14,B10,B14,B10,B12,B13,B11,B12,B13,B14,B13,B14,B14,B10,B40,B16,B17,B16,B16,B16,B17,B16,B16,B16,B16,B16,B16,B16,B17,B19,B16,B17,B16,B17,B19,B18,B16,B16,B16,B16,B16,B16,B16,B16,B16,B16,B16,B19,B18,B16,B16,B16,B18,B16,B18,B16,B18,B16,B16,B16,B16,B16,B16,B17,B19,B18,B16,B16,B16,B16,B17,B19,B18,B16,B16,B16,B19,B18,B16,B17,B19,B18,B16,B16,B16,B16,B17,B19,B18,B16
